,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.17182764410972595,2.6248114109039307,0.17177486419677734,2.9129223823547363,9.999999747378752e-05
1,0.191438227891922,2.340251922607422,0.2277793288230896,1.9515726566314697,9.999999747378752e-05
2,0.20892402529716492,2.183684825897217,0.24003900587558746,1.8529947996139526,9.999999747378752e-05
3,0.22940541803836823,2.0745351314544678,0.2800222933292389,1.7911584377288818,9.999999747378752e-05
4,0.2614511251449585,1.9600070714950562,0.27528560161590576,1.857499122619629,9.999999747378752e-05
5,0.30732521414756775,1.843455195426941,0.3838116526603699,1.5815467834472656,9.999999747378752e-05
6,0.36173325777053833,1.7230587005615234,0.3765672743320465,1.6874877214431763,9.999999747378752e-05
7,0.3967745304107666,1.6170382499694824,0.41446083784103394,1.6180105209350586,9.999999747378752e-05
8,0.433940589427948,1.5240352153778076,0.38910558819770813,1.6245851516723633,9.999999747378752e-05
9,0.4519836902618408,1.4575598239898682,0.49414879083633423,1.3358229398727417,9.999999747378752e-05
10,0.4724302589893341,1.3875057697296143,0.5114237666130066,1.3233720064163208,9.999999747378752e-05
11,0.49636003375053406,1.3263894319534302,0.4837001860141754,1.4314250946044922,9.999999747378752e-05
12,0.5107109546661377,1.2867441177368164,0.5324602723121643,1.2281705141067505,9.999999747378752e-05
13,0.5319586396217346,1.2454328536987305,0.531206488609314,1.2275625467300415,9.999999747378752e-05
14,0.5462050437927246,1.2115267515182495,0.5186681747436523,1.251191258430481,9.999999747378752e-05
15,0.5535197854042053,1.179816484451294,0.5509891510009766,1.1773452758789062,9.999999747378752e-05
16,0.5708314180374146,1.1437900066375732,0.569517970085144,1.1269989013671875,9.999999747378752e-05
17,0.581385612487793,1.1157759428024292,0.5636667609214783,1.1472314596176147,9.999999747378752e-05
18,0.5970950126647949,1.0866326093673706,0.5833101272583008,1.112388014793396,9.999999747378752e-05
19,0.6004737019538879,1.061478853225708,0.5378935933113098,1.2327778339385986,9.999999747378752e-05
20,0.6151729226112366,1.0317482948303223,0.3821398615837097,1.6143577098846436,9.999999747378752e-05
21,0.6228011846542358,1.0063865184783936,0.5638060569763184,1.2245553731918335,9.999999747378752e-05
22,0.6341913938522339,0.9812090992927551,0.2989690601825714,2.3734652996063232,9.999999747378752e-05
23,0.6544637680053711,0.9317865967750549,0.6147952079772949,1.035033106803894,4.999999873689376e-05
24,0.6682573556900024,0.8973511457443237,0.523683488368988,1.3431627750396729,4.999999873689376e-05
25,0.6722630262374878,0.8829108476638794,0.2963221073150635,4.263374328613281,4.999999873689376e-05
26,0.6785677075386047,0.8645861148834229,0.6128448247909546,1.065983533859253,4.999999873689376e-05
27,0.6873802542686462,0.8465320467948914,0.5766230225563049,1.1591826677322388,4.999999873689376e-05
28,0.7043435573577881,0.8057594299316406,0.6297018527984619,1.0438045263290405,2.499999936844688e-05
29,0.7070256471633911,0.7948427796363831,0.515324592590332,1.3974732160568237,2.499999936844688e-05
30,0.7106133699417114,0.7887468934059143,0.6281694173812866,1.0559139251708984,2.499999936844688e-05
31,0.7133651375770569,0.778195321559906,0.6290053129196167,1.0467833280563354,2.499999936844688e-05
32,0.7242676615715027,0.7530339956283569,0.6408470273017883,1.039665699005127,1.249999968422344e-05
33,0.7260092496871948,0.7529390454292297,0.6313736438751221,1.0744982957839966,1.249999968422344e-05
34,0.7305722832679749,0.7426855564117432,0.6426581144332886,1.0433892011642456,1.249999968422344e-05
35,0.7289699912071228,0.7380897402763367,0.6363889575004578,1.0437135696411133,1.249999968422344e-05
36,0.7328363656997681,0.7278526425361633,0.6278907656669617,1.065651774406433,6.24999984211172e-06
37,0.7331150770187378,0.7239095568656921,0.6436333060264587,1.0408483743667603,6.24999984211172e-06
38,0.7347869873046875,0.7260544300079346,0.6423795223236084,1.052381157875061,6.24999984211172e-06
39,0.736180305480957,0.7178891897201538,0.6363889575004578,1.0517436265945435,6.24999984211172e-06
40,0.7358667850494385,0.7228386998176575,0.6446084976196289,1.0487257242202759,3.12499992105586e-06
41,0.7406736612319946,0.7102049589157104,0.6434940099716187,1.0448362827301025,3.12499992105586e-06
42,0.7424849271774292,0.7108052372932434,0.6434940099716187,1.051052212715149,3.12499992105586e-06
43,0.7380263805389404,0.7111161947250366,0.6423795223236084,1.0471389293670654,3.12499992105586e-06
44,0.7417882680892944,0.7013913989067078,0.6460016965866089,1.0400162935256958,1.56249996052793e-06
45,0.7455153465270996,0.7046277523040771,0.6448871493339539,1.0393427610397339,1.56249996052793e-06
46,0.7422410845756531,0.7016671299934387,0.6443299055099487,1.046790361404419,1.56249996052793e-06
47,0.7462120056152344,0.6996177434921265,0.6441906094551086,1.041216254234314,1.56249996052793e-06
48,0.7416837811470032,0.7043849229812622,0.6446084976196289,1.0397064685821533,7.81249980263965e-07
49,0.7472221255302429,0.6963133215904236,0.6448871493339539,1.045645833015442,7.81249980263965e-07
